contact_id,response_date,agent_satisfaction,csat,issue_resolved
c15582,2020-06-07 06:06:38.000000,10,10,True
c15436,2020-06-07 07:57:40.000000,8,8,True
c15691,2020-06-07 08:29:30.000000,1,1,False
c15375,2020-06-07 23:01:56.000000,10,10,True
c15953,2020-06-08 07:17:11.000000,10,10,True
c16201,2020-06-07 08:31:02.000000,5,7,False
c16239,2020-06-07 10:04:52.000000,7,9,False
c15889,2020-06-08 05:25:59.000000,10,10,True
c15973,2020-06-08 06:50:41.000000,10,10,True
c15850,2020-06-07 10:08:23.000000,10,10,True
c15393,2020-06-07 13:47:09.000000,10,10,True
c15128,2020-06-07 13:51:17.000000,10,10,False
c16185,2020-06-07 14:38:50.000000,3,7,False
c16276,2020-06-08 12:02:21.000000,10,10,True
c14565,2020-06-07 06:56:19.000000,10,8,True
c15814,2020-06-08 19:58:37.000000,9,8,True
c14939,2020-06-07 10:05:58.000000,10,10,True
c15982,2020-06-08 17:24:30.000000,5,3,False
c15801,2020-06-07 05:15:24.000000,8,6,False
c14901,2020-06-07 06:58:43.000000,10,9,False
c14516,2020-06-06 21:47:44.000000,10,10,True
c15040,2020-06-07 14:37:24.000000,7,9,False
c15111,2020-06-07 01:30:57.000000,1,1,False
c14635,2020-06-06 20:04:56.000000,9,9,True
c15710,2020-06-10 04:32:53.000000,10,10,False
c15903,2020-06-07 10:29:40.000000,10,10,False
c14941,2020-06-07 06:30:37.000000,10,10,True
c16112,2020-06-07 11:00:15.000000,4,4,False
c15211,2020-06-07 10:27:20.000000,3,5,False
c15030,2020-06-07 00:12:00.000000,5,6,False
c14926,2020-06-07 06:31:23.000000,10,10,True
c15093,2020-06-07 11:16:10.000000,10,9,True
c17018,2020-06-08 07:57:25.000000,8,8,True
c16816,2020-06-08 12:31:33.000000,10,10,True
c17075,2020-06-08 06:49:00.000000,9,8,True
c17324,2020-06-08 10:07:50.000000,5,1,False
c17526,2020-06-08 11:44:08.000000,10,10,True
c16544,2020-06-08 09:15:49.000000,10,10,True
c16794,2020-06-11 09:16:29.000000,10,10,True
c16903,2020-06-09 10:21:15.000000,10,10,True
c17157,2020-06-08 02:50:09.000000,10,9,True
c17300,2020-06-08 10:58:03.000000,10,10,True
c16902,2020-06-08 09:47:39.000000,9,8,True
c17805,2020-06-08 08:18:48.000000,4,1,False
c17843,2020-06-08 13:46:36.000000,9,8,False
c16957,2020-06-08 08:48:52.000000,10,10,True
c16911,2020-06-08 00:34:23.000000,4,1,False
c17601,2020-06-08 11:35:35.000000,10,10,True
c16669,2020-06-08 07:41:57.000000,10,10,True
c17614,2020-06-08 08:04:05.000000,10,10,True
c16554,2020-06-07 21:15:22.000000,8,10,True
c17518,2020-06-08 05:47:46.000000,10,10,True
c17020,2020-06-08 18:10:42.000000,9,8,True
c16622,2020-06-08 06:30:13.000000,9,9,True
c17780,2020-06-08 09:34:06.000000,8,9,True
c16594,2020-06-10 09:22:20.000000,8,8,False
c16496,2020-06-08 05:24:23.000000,7,6,False
c17459,2020-06-08 11:09:22.000000,5,5,False
c16654,2020-06-07 22:03:54.000000,10,10,True
c17599,2020-06-08 06:07:57.000000,4,7,False
c17514,2020-06-08 07:29:35.000000,5,4,False
c17962,2020-06-08 13:43:55.000000,10,10,True
c17579,2020-06-08 16:38:47.000000,10,10,False
c16873,2020-06-08 09:29:44.000000,10,10,True
c17110,2020-06-08 07:47:46.000000,1,1,False
c17261,2020-06-08 04:04:59.000000,10,8,True
c17436,2020-06-08 09:05:58.000000,10,10,True
c16506,2020-06-07 20:24:25.000000,8,8,True
c16649,2020-06-08 06:57:17.000000,10,10,True
c17922,2020-06-08 09:03:16.000000,10,10,True
c17840,2020-06-08 08:09:54.000000,10,10,True
c17150,2020-06-08 07:08:12.000000,10,10,True
c17966,2020-06-08 11:03:04.000000,5,4,False
c17969,2020-06-08 18:29:15.000000,10,10,False
c16992,2020-06-08 06:45:32.000000,10,9,True
c16879,2020-06-08 01:05:22.000000,10,10,True
c16618,2020-06-08 16:12:07.000000,10,8,True
c17726,2020-06-08 07:17:00.000000,10,10,False
c17409,2020-06-08 05:59:31.000000,2,2,False
c17977,2020-06-08 19:16:04.000000,10,10,True
c17799,2020-06-08 13:07:31.000000,9,9,True
c17590,2020-06-08 07:09:14.000000,5,6,False
c16558,2020-06-08 04:18:55.000000,10,10,False
c17730,2020-06-08 07:02:35.000000,10,9,True
c16820,2020-06-09 03:13:03.000000,10,10,True
c17872,2020-06-08 20:02:55.000000,10,10,True
c16450,2020-06-07 22:24:09.000000,10,10,True
c17800,2020-06-08 10:05:19.000000,10,10,True
c16788,2020-06-08 06:15:25.000000,8,8,True
c16560,2020-06-07 21:17:04.000000,8,8,False
c17054,2020-06-09 10:21:36.000000,10,10,True
c17103,2020-06-08 06:08:25.000000,10,1,False
c16639,2020-06-08 05:33:11.000000,10,10,True
c17545,2020-06-08 06:47:16.000000,10,10,True
c17815,2020-06-08 19:23:49.000000,10,10,True
c16809,2020-06-08 08:07:01.000000,6,5,False
c17954,2020-06-08 09:28:49.000000,10,10,True
c16557,2020-06-08 07:28:12.000000,8,7,False
c17093,2020-06-09 19:24:43.000000,9,9,True
c16568,2020-06-07 21:28:06.000000,10,10,True
c16467,2020-06-08 03:21:15.000000,10,10,True
c17091,2020-06-08 10:20:17.000000,10,10,True
c17178,2020-06-08 16:58:53.000000,6,7,False
c16943,2020-06-08 06:17:03.000000,8,8,False
c17839,2020-06-08 09:23:26.000000,9,8,True
c17365,2020-06-08 19:37:34.000000,8,4,False
c17818,2020-06-08 08:04:26.000000,3,10,False
c16500,2020-06-08 07:33:09.000000,9,9,True
c16928,2020-06-08 08:26:22.000000,10,10,True
c17052,2020-06-08 06:31:55.000000,10,10,True
c16744,2020-06-08 08:08:32.000000,4,5,False
c16675,2020-06-08 04:19:05.000000,9,8,False
c17404,2020-06-08 05:45:29.000000,10,1,True
c16748,2020-06-08 17:26:35.000000,10,10,True
c17181,2020-06-08 13:01:49.000000,6,7,False
c16964,2020-06-08 01:27:04.000000,10,10,True
c17498,2020-06-08 19:12:56.000000,6,1,False
c16750,2020-06-08 16:20:08.000000,10,8,True
c17572,2020-06-08 10:53:02.000000,9,9,True
c17525,2020-06-10 10:26:51.000000,9,9,True
c16529,2020-06-07 21:32:32.000000,10,10,True
c16756,2020-06-08 05:19:19.000000,10,10,True
c16727,2020-06-08 09:49:37.000000,1,6,False
c16885,2020-06-08 00:06:52.000000,10,10,True
c17387,2020-06-08 06:40:23.000000,10,10,False
c17600,2020-06-08 11:15:32.000000,9,9,True
c17811,2020-06-08 14:45:24.000000,5,3,False
c17753,2020-06-08 07:40:18.000000,10,9,True
c17507,2020-06-10 16:08:31.000000,8,8,True
c17462,2020-06-08 05:54:51.000000,9,10,False
c16764,2020-06-08 04:59:49.000000,10,10,True
c17192,2020-06-08 15:59:09.000000,10,10,True
c17773,2020-06-08 09:25:02.000000,1,1,False
c17596,2020-06-08 06:48:43.000000,10,10,True
c17245,2020-06-08 07:37:06.000000,10,10,True
c17861,2020-06-08 18:35:01.000000,10,9,True
c16584,2020-06-08 03:32:00.000000,10,10,True
c16906,2020-06-08 02:27:42.000000,10,10,True
c16898,2020-06-08 17:09:59.000000,6,8,False
c16802,2020-06-08 13:51:33.000000,9,9,True
c17204,2020-06-08 04:04:29.000000,10,9,True
c16569,2020-06-08 08:25:58.000000,10,10,True
c16817,2020-06-08 12:06:00.000000,10,10,False
c16792,2020-06-08 08:15:08.000000,10,10,True
c19890,2020-06-09 06:50:39.000000,10,10,True
c18785,2020-06-08 23:05:36.000000,10,10,False
c20965,2020-06-09 20:07:50.000000,10,10,True
c20876,2020-06-09 09:22:13.000000,10,10,False
c20961,2020-06-09 08:24:40.000000,10,10,True
c17999,2020-06-08 19:51:50.000000,10,10,True
c18189,2020-06-08 20:23:39.000000,6,6,False
c19984,2020-06-09 06:13:11.000000,10,8,True
c18982,2020-06-09 00:05:31.000000,10,10,True
c18967,2020-06-09 12:33:44.000000,10,10,False
c20376,2020-06-09 06:05:02.000000,10,10,True
c20175,2020-06-09 05:34:05.000000,4,10,True
c18389,2020-06-09 08:30:31.000000,3,3,False
c20194,2020-06-09 08:38:16.000000,10,10,True
c20497,2020-06-09 06:43:50.000000,10,10,False
c20817,2020-06-09 18:21:56.000000,10,10,True
c19982,2020-06-09 11:09:11.000000,6,5,False
c19047,2020-06-09 00:22:07.000000,9,8,True
c20666,2020-06-11 19:35:48.000000,8,8,True
c19793,2020-06-09 12:40:22.000000,10,9,True
c20465,2020-06-09 07:31:19.000000,6,3,False
c19669,2020-06-09 04:34:14.000000,10,8,False
c18638,2020-06-09 00:43:05.000000,10,10,True
c19052,2020-06-09 19:16:13.000000,10,10,True
c21102,2020-06-09 14:51:24.000000,10,10,True
c21026,2020-06-09 12:50:23.000000,10,10,True
c19550,2020-06-09 13:08:17.000000,10,10,True
c20808,2020-06-09 07:17:53.000000,10,10,True
c19871,2020-06-09 07:21:04.000000,9,10,False
c19532,2020-06-09 05:09:52.000000,10,10,True
c19415,2020-06-09 05:11:09.000000,5,5,False
c20149,2020-06-09 05:16:49.000000,7,7,True
c20229,2020-06-09 09:51:23.000000,4,4,False
c18190,2020-06-08 20:02:59.000000,10,10,True
c21036,2020-06-09 11:38:42.000000,6,1,False
c20698,2020-06-09 17:31:03.000000,10,10,True
c20230,2020-06-09 13:44:23.000000,10,10,True
c20096,2020-06-09 08:13:09.000000,9,8,True
c19424,2020-06-09 01:20:47.000000,10,10,True
c20010,2020-06-09 10:19:33.000000,10,10,True
c19956,2020-06-09 08:57:18.000000,1,3,False
c19454,2020-06-09 06:14:21.000000,10,1,False
c18789,2020-06-09 05:22:12.000000,5,4,False
c18708,2020-06-09 06:47:59.000000,9,9,False
c19228,2020-06-09 01:14:02.000000,5,5,False
c19448,2020-06-11 19:48:33.000000,10,10,True
c20601,2020-06-09 06:08:05.000000,10,10,True
c18817,2020-06-09 08:30:53.000000,10,9,False
c20749,2020-06-09 08:45:24.000000,10,10,True
c18335,2020-06-08 22:11:44.000000,9,9,True
c18040,2020-06-09 17:49:37.000000,7,7,True
c18991,2020-06-09 09:02:00.000000,1,1,False
c20555,2020-06-09 07:01:52.000000,10,10,False
c18660,2020-06-08 22:37:17.000000,8,8,False
c20266,2020-06-09 08:41:49.000000,10,10,True
c18616,2020-06-09 04:39:40.000000,9,8,True
c18167,2020-06-08 20:09:55.000000,7,6,False
c20763,2020-06-09 07:33:28.000000,10,10,True
c19328,2020-06-09 06:48:14.000000,10,10,True
c18764,2020-06-08 23:51:02.000000,9,8,True
c18127,2020-06-09 08:37:55.000000,10,10,True
c19648,2020-06-09 06:14:55.000000,10,10,True
c20662,2020-06-10 17:56:25.000000,1,1,False
c19373,2020-06-09 01:03:53.000000,10,10,True
c21098,2020-06-09 13:35:33.000000,10,10,True
c20643,2020-06-09 11:57:45.000000,1,3,False
c18885,2020-06-09 10:34:03.000000,10,10,True
c18791,2020-06-22 06:47:30.000000,1,1,False
c18768,2020-06-09 04:40:18.000000,10,9,True
c20119,2020-06-11 13:36:14.000000,8,7,False
c18705,2020-06-08 22:04:14.000000,8,10,True
c18183,2020-06-08 20:10:23.000000,10,8,True
c21069,2020-06-09 14:21:46.000000,10,9,True
c20825,2020-06-09 09:56:41.000000,10,10,True
c18824,2020-06-08 23:25:31.000000,10,10,True
c19220,2020-06-09 10:18:08.000000,1,1,False
c20784,2020-06-09 07:15:10.000000,9,9,False
c18833,2020-06-10 05:22:43.000000,8,8,True
c19603,2020-06-09 09:03:19.000000,1,1,False
c18896,2020-06-09 06:35:57.000000,5,5,False
c20359,2020-06-09 14:35:07.000000,10,10,True
c19480,2020-06-09 11:28:23.000000,1,1,False
c18394,2020-06-09 08:27:23.000000,10,8,True
c21012,2020-06-09 10:25:24.000000,1,1,False
c20881,2020-06-09 07:26:28.000000,9,7,False
c18748,2020-06-08 23:14:15.000000,9,9,True
c21083,2020-06-09 13:47:20.000000,7,4,True
c18786,2020-06-08 23:21:16.000000,1,1,False
c19208,2020-06-09 01:15:42.000000,10,10,False
c18068,2020-06-09 15:10:32.000000,1,1,False
c18813,2020-06-09 05:28:42.000000,9,9,True
c18169,2020-06-08 20:14:04.000000,10,8,False
c18073,2020-06-08 20:13:00.000000,10,10,True
c20776,2020-06-09 07:04:04.000000,10,9,True
c21024,2020-06-09 18:18:25.000000,10,9,True
c19588,2020-06-09 07:04:47.000000,2,1,False
c19486,2020-06-09 08:40:43.000000,10,10,True
c20585,2020-06-09 12:43:05.000000,8,8,False
c19365,2020-06-09 03:31:16.000000,8,9,True
c20340,2020-06-09 06:37:22.000000,10,9,False
c21057,2020-06-09 09:02:06.000000,10,10,True
c18240,2020-06-09 04:29:39.000000,10,10,True
c18197,2020-06-09 07:32:40.000000,10,10,True
c18454,2020-06-08 22:59:26.000000,10,10,True
c19991,2020-06-09 11:20:19.000000,4,4,False
c20032,2020-06-10 10:34:20.000000,9,10,True
c18412,2020-06-08 21:10:09.000000,10,10,True
c19716,2020-06-20 11:25:06.000000,10,10,False
c19939,2020-06-24 18:59:20.000000,10,10,True
c19599,2020-06-09 07:49:04.000000,9,9,False
c20124,2020-06-09 07:06:34.000000,10,10,True
c18656,2020-06-09 08:01:49.000000,10,10,True
c20373,2020-06-09 15:14:51.000000,6,6,False
c21047,2020-06-09 09:23:25.000000,10,10,True
c18891,2020-06-09 12:49:49.000000,10,10,True
c20544,2020-06-09 10:14:24.000000,10,10,True
c20717,2020-06-09 08:09:50.000000,3,3,False
c19453,2020-06-09 06:48:22.000000,9,2,True
c19125,2020-06-09 06:37:10.000000,7,5,True
c18236,2020-06-12 17:54:42.000000,10,9,True
c20963,2020-06-09 08:31:28.000000,10,10,True
c19592,2020-06-09 12:08:40.000000,10,10,True
c20335,2020-06-09 14:02:20.000000,10,7,False
c18126,2020-06-09 01:24:32.000000,7,7,True
c18456,2020-06-15 16:05:49.000000,10,10,True
c18321,2020-06-09 07:40:49.000000,4,4,False
c19668,2020-06-10 09:15:07.000000,10,10,True
c18737,2020-06-09 05:39:29.000000,10,10,True
c20271,2020-06-09 08:12:38.000000,10,10,True
c19178,2020-06-09 01:27:24.000000,10,10,True
c18580,2020-06-09 12:19:00.000000,10,10,True
c20564,2020-06-09 10:21:21.000000,10,10,True
c18041,2020-06-09 17:39:13.000000,10,10,True
c20438,2020-06-09 09:33:48.000000,10,10,True
c21112,2020-06-09 12:41:47.000000,10,10,True
c19121,2020-06-10 06:56:44.000000,10,8,True
c18298,2020-06-09 08:40:59.000000,10,10,True
c20789,2020-06-09 07:20:03.000000,9,10,True
c19447,2020-06-09 07:15:11.000000,10,10,True
c20200,2020-06-09 05:56:20.000000,10,10,True
c18109,2020-06-09 06:50:31.000000,8,7,False
c20354,2020-06-09 06:14:37.000000,10,10,True
c19425,2020-06-09 07:20:48.000000,10,10,False
c20377,2020-06-09 07:37:43.000000,10,10,True
c20546,2020-06-09 06:08:07.000000,10,9,True
c21001,2020-06-13 10:07:34.000000,10,9,True
c18981,2020-06-09 03:49:28.000000,7,5,False
c19990,2020-06-09 12:37:05.000000,10,8,True
c18042,2020-06-08 19:29:01.000000,5,3,False
c21045,2020-06-10 04:52:31.000000,9,9,False
c19259,2020-06-09 14:09:50.000000,10,10,True
c19215,2020-06-09 07:55:13.000000,9,8,True
c18682,2020-06-09 03:57:40.000000,1,1,False
c18077,2020-06-12 07:14:26.000000,10,10,True
c18805,2020-06-09 07:32:12.000000,1,1,False
c18753,2020-06-09 02:28:24.000000,10,10,True
c18958,2020-06-09 00:50:19.000000,10,10,True
c20116,2020-06-09 05:37:04.000000,8,8,False
c19634,2020-06-09 08:38:45.000000,10,9,True
c20607,2020-06-13 16:53:53.000000,7,7,True
c20596,2020-06-12 10:12:29.000000,10,10,True
c19316,2020-06-09 08:26:46.000000,10,10,False
c18010,2020-06-08 19:35:50.000000,7,6,True
c18575,2020-06-09 08:40:58.000000,10,7,False
c20198,2020-06-09 20:59:30.000000,9,9,True
c20245,2020-06-09 11:17:26.000000,10,10,True
c18534,2020-06-09 10:51:30.000000,10,8,False
c19870,2020-06-09 09:26:37.000000,8,6,False
c20755,2020-06-09 08:14:57.000000,10,10,True
c20099,2020-06-09 15:27:06.000000,5,5,False
c20115,2020-06-09 06:54:24.000000,1,1,False
c20761,2020-06-09 19:23:22.000000,9,7,True
c18919,2020-06-09 05:29:07.000000,1,1,False
c19947,2020-06-09 06:54:38.000000,9,9,True
c20363,2020-06-09 05:08:52.000000,8,7,False
c18986,2020-06-09 05:43:11.000000,8,9,True
c18134,2020-06-08 20:34:17.000000,9,9,False
c18218,2020-06-09 06:23:07.000000,10,10,True
c20362,2020-06-09 08:42:48.000000,10,10,True
c18375,2020-06-09 14:39:23.000000,10,10,False
c18034,2020-06-08 20:37:51.000000,9,9,True
c18322,2020-06-09 02:05:59.000000,1,1,False
c20241,2020-06-09 09:04:24.000000,10,10,True
c20255,2020-06-09 15:40:35.000000,9,9,True
c19673,2020-06-09 05:00:13.000000,10,10,True
c18316,2020-06-08 21:04:52.000000,8,7,False
c21027,2020-06-09 09:41:24.000000,10,6,True
c20080,2020-06-09 05:43:02.000000,10,10,True
c19210,2020-06-09 06:31:24.000000,8,10,True
c19714,2020-06-09 13:30:18.000000,10,10,True
c20485,2020-06-09 14:24:34.000000,7,8,True
c18155,2020-06-08 20:33:20.000000,10,10,True
c19836,2020-06-09 07:06:11.000000,10,10,True
c18442,2020-06-09 20:12:28.000000,10,10,True
c19759,2020-06-09 13:07:22.000000,9,9,True
c19058,2020-06-09 05:41:12.000000,10,10,True
c20928,2020-06-09 16:59:04.000000,10,10,True
c20552,2020-06-09 19:59:20.000000,9,8,False
c18022,2020-06-08 18:02:23.000000,10,10,True
c20991,2020-06-09 08:06:26.000000,8,8,True
c19282,2020-06-09 14:16:31.000000,10,10,True
c19094,2020-06-09 11:04:29.000000,10,10,True
c20964,2020-06-09 15:10:56.000000,8,6,False
c19356,2020-06-09 13:30:18.000000,8,8,False
c19865,2020-06-09 16:39:55.000000,8,7,True
c18779,2020-06-09 08:16:05.000000,10,9,True
c18176,2020-06-09 10:18:29.000000,10,10,True
c18976,2020-06-09 07:40:29.000000,8,10,True
c19227,2020-06-09 07:26:23.000000,8,3,False
c18582,2020-06-09 07:58:30.000000,7,5,False
c19591,2020-06-09 11:21:46.000000,9,9,True
c18667,2020-06-09 03:56:44.000000,10,9,True
c20174,2020-06-09 06:53:32.000000,1,1,False
c18018,2020-06-09 03:58:17.000000,5,5,True
c19244,2020-06-09 07:31:58.000000,10,10,True
c20884,2020-06-09 12:35:42.000000,10,9,True
c19055,2020-06-09 19:28:22.000000,10,10,True
c20753,2020-06-09 09:22:40.000000,10,10,False
c20895,2020-06-09 15:43:06.000000,10,10,True
c20030,2020-06-09 09:11:08.000000,10,10,True
c18251,2020-06-08 20:25:34.000000,10,10,True
c18685,2020-06-08 22:19:10.000000,10,10,True
c19169,2020-06-09 15:03:00.000000,10,10,True
c19249,2020-06-09 02:47:36.000000,1,3,False
c18570,2020-06-09 07:21:54.000000,10,10,True
c20959,2020-06-09 08:16:47.000000,10,9,True
c18324,2020-06-08 22:02:22.000000,1,1,False
c20754,2020-06-09 13:16:38.000000,10,10,True
c19558,2020-06-10 21:26:27.000000,10,10,True
c20404,2020-06-09 07:12:32.000000,9,10,True
c19073,2020-06-09 06:46:44.000000,2,1,False
c20980,2020-06-09 09:56:40.000000,10,9,True
c20445,2020-06-09 07:31:37.000000,6,6,True
c20064,2020-06-09 08:55:29.000000,10,10,True
c18051,2020-06-09 06:24:11.000000,8,8,True
c18378,2020-06-08 21:03:31.000000,10,10,True
c21029,2020-06-09 09:03:37.000000,6,6,False
c23876,2020-06-15 13:18:35.000000,10,10,True
c23826,2020-06-11 09:23:57.000000,9,8,True
c23703,2020-06-10 10:05:52.000000,4,6,False
c22179,2020-06-10 02:10:16.000000,10,6,True
c22528,2020-06-10 04:55:08.000000,8,7,False
c23647,2020-06-10 07:52:54.000000,10,9,False
c22900,2020-06-11 02:54:25.000000,8,9,True
c22444,2020-06-10 13:53:33.000000,10,10,True
c21454,2020-06-10 07:21:06.000000,1,2,False
c21276,2020-06-10 10:18:13.000000,10,8,True
c22502,2020-06-10 02:44:08.000000,10,10,True
c23065,2020-06-10 08:12:16.000000,7,7,True
c23488,2020-06-10 05:15:01.000000,10,9,True
c23246,2020-06-10 16:28:41.000000,9,9,True
c22411,2020-06-10 06:27:25.000000,10,5,False
c21617,2020-06-09 23:29:24.000000,9,10,True
c22930,2020-06-10 04:09:29.000000,10,10,True
c22523,2020-06-10 08:15:10.000000,10,10,True
c23354,2020-06-10 09:46:50.000000,10,9,True
c22132,2020-06-10 07:45:56.000000,6,1,False
c21954,2020-06-10 08:45:47.000000,10,10,True
c21192,2020-06-09 18:15:36.000000,10,9,True
c22064,2020-06-10 07:38:08.000000,10,9,True
c21627,2020-06-10 04:07:45.000000,8,8,True
c22130,2020-06-10 07:04:43.000000,10,9,True
c22231,2020-06-10 08:51:19.000000,10,10,True
c23016,2020-06-10 07:18:46.000000,4,4,False
c22048,2020-06-10 05:39:25.000000,6,2,False
c22366,2020-06-10 01:16:45.000000,10,10,True
c22281,2020-06-10 08:13:14.000000,6,5,True
c21795,2020-06-16 12:22:58.000000,10,10,True
c24107,2020-06-10 09:16:17.000000,10,9,True
c21799,2020-06-12 03:51:19.000000,10,10,True
c21363,2020-06-10 09:47:12.000000,10,10,True
c21473,2020-06-09 21:39:37.000000,10,10,True
c21409,2020-06-09 20:32:18.000000,10,10,True
c21204,2020-06-10 11:34:30.000000,10,10,True
c23274,2020-06-10 07:05:43.000000,9,6,True
c22425,2020-06-10 08:46:55.000000,7,8,True
c21590,2020-06-10 22:12:28.000000,7,9,True
c22727,2020-06-10 07:48:59.000000,10,10,True
c22291,2020-06-10 05:59:16.000000,10,9,True
c22263,2020-06-10 12:18:13.000000,1,1,False
c22086,2020-06-10 09:29:27.000000,10,10,True
c23294,2020-06-10 05:34:02.000000,10,10,True
c24017,2020-06-10 08:36:01.000000,9,10,False
c21390,2020-06-09 20:07:59.000000,8,8,False
c24081,2020-06-10 09:09:41.000000,10,10,True
c23165,2020-06-12 13:25:27.000000,10,10,True
c22440,2020-06-10 02:47:52.000000,9,9,True
c21971,2020-06-10 09:31:44.000000,10,10,True
c21656,2020-06-10 11:59:39.000000,5,7,False
c21607,2020-06-10 07:46:35.000000,10,10,True
c21490,2020-06-10 07:56:35.000000,10,10,True
c23899,2020-06-10 08:52:22.000000,10,10,True
c22226,2020-06-10 00:53:05.000000,1,2,False
c21837,2020-06-10 08:13:45.000000,10,10,False
c22731,2020-06-10 02:51:30.000000,10,9,True
c22786,2020-06-10 12:07:04.000000,10,10,True
c21267,2020-06-10 06:54:24.000000,8,5,True
c21518,2020-06-09 21:05:23.000000,10,10,True
c22947,2020-06-10 06:07:48.000000,10,10,True
c22296,2020-06-10 07:25:22.000000,1,1,False
c23346,2020-06-10 10:57:10.000000,10,5,False
c21319,2020-06-10 06:43:41.000000,10,10,True
c22967,2020-06-10 04:18:42.000000,2,1,False
c23640,2020-06-10 14:26:18.000000,4,4,False
c22863,2020-06-10 03:13:24.000000,7,8,False
c22312,2020-06-10 00:24:55.000000,10,10,True
c22608,2020-06-10 10:22:51.000000,10,10,True
c21753,2020-06-15 01:10:34.000000,7,5,False
c23388,2020-06-10 11:40:59.000000,10,10,True
c21575,2020-06-09 21:11:36.000000,9,6,False
c22495,2020-06-10 12:41:06.000000,10,9,True
c22249,2020-06-10 00:04:19.000000,10,10,True
c23704,2020-06-10 07:07:06.000000,1,1,False
c21286,2020-06-09 19:27:55.000000,10,7,True
c22288,2020-06-10 07:40:23.000000,10,10,True
c21672,2020-06-10 06:31:30.000000,9,9,True
c23020,2020-06-10 03:06:32.000000,10,7,False
c23868,2020-06-10 07:06:38.000000,9,10,True
c21602,2020-06-10 02:40:15.000000,7,7,True
c22955,2020-06-10 03:12:33.000000,10,10,True
c22121,2020-06-10 05:43:10.000000,10,10,True
c22892,2020-06-11 07:57:15.000000,8,8,True
c22800,2020-06-10 04:27:06.000000,8,8,True
c21724,2020-06-10 07:45:33.000000,10,9,True
c22419,2020-06-10 10:02:37.000000,6,6,False
c21866,2020-06-10 08:19:26.000000,9,9,True
c23698,2020-06-10 09:12:13.000000,8,7,True
c23369,2020-06-11 08:29:11.000000,1,5,False
c21637,2020-06-09 22:07:41.000000,10,8,True
c23009,2020-06-11 05:45:56.000000,10,10,True
c22760,2020-06-10 15:52:07.000000,10,5,False
c21405,2020-06-14 09:48:19.000000,10,10,True
c21964,2020-06-10 13:23:47.000000,9,9,True
c23693,2020-06-10 07:09:16.000000,10,10,True
c22742,2020-06-10 06:11:23.000000,1,1,False
c21369,2020-06-11 10:23:44.000000,7,7,False
c22695,2020-06-10 03:52:22.000000,8,7,False
c23191,2020-06-10 11:26:47.000000,10,9,True
c23185,2020-06-10 04:19:28.000000,10,10,True
c21208,2020-06-09 19:14:30.000000,10,10,True
c21948,2020-06-10 09:02:58.000000,1,1,False
c23879,2020-06-10 07:46:27.000000,10,10,True
c23686,2020-06-10 07:58:44.000000,9,9,True
c21329,2020-06-09 20:23:05.000000,10,10,True
c23195,2020-06-10 05:13:01.000000,10,10,True
c22308,2020-06-10 14:52:37.000000,8,8,False
c22078,2020-06-10 09:27:42.000000,10,10,True
c21304,2020-06-11 05:34:57.000000,10,10,True
c23544,2020-06-10 10:22:22.000000,10,10,True
c21385,2020-06-10 10:32:53.000000,10,10,True
c23925,2020-06-10 11:01:24.000000,10,9,True
c23591,2020-06-10 06:15:22.000000,10,10,True
c24125,2020-06-10 09:24:09.000000,10,10,True
c23536,2020-06-11 09:17:58.000000,7,10,True
c21330,2020-06-09 20:05:30.000000,10,9,True
c22855,2020-06-10 08:21:20.000000,10,8,False
c23023,2020-06-10 11:41:53.000000,3,2,False
c23154,2020-06-10 04:45:16.000000,10,10,True
c22678,2020-06-10 03:50:56.000000,10,5,False
c22275,2020-06-10 09:25:48.000000,10,10,True
c23729,2020-06-10 10:43:44.000000,10,10,True
c22143,2020-06-10 03:53:20.000000,9,6,False
c21692,2020-06-09 22:33:55.000000,9,9,False
c21840,2020-06-10 06:06:05.000000,10,10,True
c23139,2020-06-10 05:28:20.000000,1,1,False
c23212,2020-06-10 08:47:37.000000,10,9,False
c22791,2020-06-10 11:22:19.000000,4,5,False
c21288,2020-06-09 23:51:01.000000,9,9,True
c22928,2020-06-10 08:10:31.000000,10,9,True
c21495,2020-06-09 21:03:43.000000,5,4,True
c23392,2020-06-10 09:18:02.000000,10,10,False
c23809,2020-06-10 08:04:15.000000,10,10,True
c23193,2020-06-10 06:13:01.000000,10,10,True
c22301,2020-06-10 07:15:54.000000,8,7,False
c22346,2020-06-11 11:31:55.000000,1,1,False
c23865,2020-06-10 16:10:36.000000,10,10,True
c21332,2020-06-09 20:07:03.000000,10,10,True
c21359,2020-06-09 20:14:01.000000,10,10,True
c21472,2020-06-10 04:16:30.000000,10,10,True
c22458,2020-06-10 07:19:13.000000,10,9,False
c21679,2020-06-09 22:04:25.000000,1,1,False
c22480,2020-06-10 07:36:27.000000,1,1,False
c22913,2020-06-10 07:46:43.000000,1,1,False
c21691,2020-06-10 07:03:40.000000,10,10,True
c22191,2020-06-10 06:54:05.000000,10,10,True
c21296,2020-06-09 21:33:43.000000,10,10,True
c22159,2020-06-10 11:29:21.000000,10,9,True
c23619,2020-06-10 14:54:55.000000,8,8,True
c23719,2020-06-10 07:07:26.000000,10,8,True
c22140,2020-06-10 06:34:47.000000,10,10,True
c22214,2020-06-10 04:55:08.000000,10,10,True
c22788,2020-06-10 06:51:43.000000,1,1,False
c23150,2020-06-10 08:17:18.000000,1,6,False
